id,ja_name,scientific_name,family,genus,leaf_persistence,leaf_type,leaf_complexity,leaf_arrangement,leaf_margin,serration,source_note,source_page,review_status,review_confidence,needs_review_reason,family_ja_ocr,family_latin_ocr,genus_ja_ocr,genus_latin_ocr,leaf_type_ocr,leaf_complexity_ocr,leaf_arrangement_ocr,leaf_margin_ocr,serration_ocr,trait_label_texts_ocr,trait_terms_detected_all_text
hayashi-2019-s312-r,ウンゼンツツジ,,ツツジ科,Rhododendron,常緑,広葉樹,単葉,,,,林将之 (2019)『樹木の葉』 p.623 OCR候補。公開前に要確認,623,needs_review,high,scientific_name_excluded_from_public_candidate,ツツジ科,Ericaceae,ツツジ属,Rhododendron,,不分裂葉;分裂葉,,,,不分裂葉;半常緑樹,常緑;半常緑;不分裂葉;分裂葉
hayashi-2019-s313-l,レンゲツツジ,,ツツジ科,Rhododendron,落葉,広葉樹,単葉,互生,全縁,なし,林将之 (2019)『樹木の葉』 p.624 OCR候補。公開前に要確認,624,needs_review,high,scientific_name_excluded_from_public_candidate,ツツジ科,Ericaceae,ツツジ属,Rhododendron,,不分裂葉;分裂葉,互生,全縁,,不分裂葉 互生;不分裂葉;全縁;落葉樹,落葉;不分裂葉;分裂葉;互生;全縁
hayashi-2019-s313-r,オオバツツジ,,ツツジ科,Rhododendron,落葉,広葉樹,単葉,,,,林将之 (2019)『樹木の葉』 p.625 OCR候補。公開前に要確認,625,needs_review,high,scientific_name_excluded_from_public_candidate,ツツジ科,Ericaceae,ツツジ属,Rhododendron,,不分裂葉;分裂葉,,,,不分裂葉;落葉樹,落葉;不分裂葉;分裂葉;束生
hayashi-2019-s314-l,ムラサキヤシオ,,ツツジ科,Rhododendron,落葉,広葉樹,単葉,互生,鋸歯縁,あり,林将之 (2019)『樹木の葉』 p.526 OCR候補。公開前に要確認,526,needs_review,high,scientific_name_excluded_from_public_candidate,ツツジ科,Ericaceae,ツツジ属,Rhododendron,,不分裂葉;分裂葉,互生,,鋸歯,不分裂葉互生;不分裂葉;全縁・鋸歯緑落葉樹,落葉;不分裂葉;分裂葉;互生;鋸歯
hayashi-2019-s314-r,アカヤシオ,,ツツジ科,Rhododendron,落葉,広葉樹,単葉,,,,林将之 (2019)『樹木の葉』 p.627 OCR候補。公開前に要確認,627,needs_review,high,scientific_name_excluded_from_public_candidate,ツツジ科,Ericaceae,ツツジ属,Rhododendron,,不分裂葉;分裂葉,,,,不分裂葉;落葉樹,落葉;不分裂葉;分裂葉;束生
hayashi-2019-s315-l,バイカツツジ,,ツツジ科,Rhododendron,常緑;落葉,広葉樹,単葉,,鋸歯縁,あり,林将之 (2019)『樹木の葉』 p.628|28 OCR候補。公開前に要確認,628|28,needs_review,high,scientific_name_excluded_from_public_candidate,ツツジ科,Ericaceae,ツツジ属,Rhododendron,,不分裂葉;分裂葉,,,鋸歯,不分裂葉;全縁・鋸歯縁;落葉樹・半常緑樹,常緑;落葉;半常緑;不分裂葉;分裂葉;互生;全縁;鋸歯
hayashi-2019-s315-r,ゲンカイツツジ,,ツツジ科,Rhododendron,常緑;落葉,広葉樹,単葉,互生,,,林将之 (2019)『樹木の葉』 p.62|629 OCR候補。公開前に要確認,62|629,needs_review,high,scientific_name_excluded_from_public_candidate,ツツジ科,Ericaceae,ツツジ属,Rhododendron,,不分裂葉;分裂葉,互生,,,不分裂葉;互生;落葉樹;一互生糸;一互生;半常緑樹,常緑;落葉;半常緑;不分裂葉;分裂葉;互生
hayashi-2019-s316-l,ウラジロヨウラク,,ツツジ科,Rhododendron,落葉,広葉樹,単葉,互生,全縁,なし,林将之 (2019)『樹木の葉』 p.530 OCR候補。公開前に要確認,530,needs_review,high,scientific_name_excluded_from_public_candidate,ツツジ科,Ericaceae,ツツジ属,Rhododendron,,不分裂葉;分裂葉,互生,全縁,,不分裂葉;不分裂葉 互生;全縁;落葉樹,落葉;不分裂葉;分裂葉;互生;全縁
hayashi-2019-s316-r,ウスギヨウラク,,ツツジ科,Rhododendron,落葉,広葉樹,単葉,,,,林将之 (2019)『樹木の葉』 p.631 OCR候補。公開前に要確認,631,needs_review,high,scientific_name_excluded_from_public_candidate,ツツジ科,Ericaceae,ツツジ属,Rhododendron,,不分裂葉;分裂葉,,,,不分裂葉;落葉樹,落葉;不分裂葉;分裂葉
hayashi-2019-s317-l,ホツツジ,,ツツジ科,Elliottia,落葉,広葉樹,単葉,互生,,,林将之 (2019)『樹木の葉』 p.632 OCR候補。公開前に要確認,632,needs_review,high,scientific_name_excluded_from_public_candidate,ツツジ科,Ericaceae,ホツツジ属,Elliottia,,不分裂葉;分裂葉,互生,,,不分裂葉;不分裂葉互生;全縁落葉樹,落葉;不分裂葉;分裂葉;互生
hayashi-2019-s317-r,ネジキ,,ツツジ科,Lyonia,落葉,広葉樹,単葉,互生,,,林将之 (2019)『樹木の葉』 p.633 OCR候補。公開前に要確認,633,needs_review,medium,low_mean_ocr_confidence;scientific_name_to_be_filled_later,ツツジ科,Ericaceae,ネジキ属,Lyonia,,不分裂葉;分裂葉,互生,,,不分裂葉;一互生全縁;落葉樹,落葉;不分裂葉;分裂葉;互生;波状;鋸歯
hayashi-2019-s318-l,ドウダンツツジ,,ツツジ科,Enkianthus,,広葉樹,単葉,,鋸歯縁,あり,林将之 (2019)『樹木の葉』 p.634 OCR候補。公開前に要確認,634,needs_review,high,scientific_name_to_be_filled_later,ツツジ科,Ericaceae,ドウダンツツジ属,Enkianthus,,不分裂葉;分裂葉,,,鋸歯,不分裂葉;鋸歯縁,不分裂葉;分裂葉;束生;鋸歯
hayashi-2019-s318-r,ベニドウダン,,ツツジ科,Enkianthus,落葉,広葉樹,単葉,,鋸歯縁,あり,林将之 (2019)『樹木の葉』 p.635 OCR候補。公開前に要確認,635,needs_review,high,scientific_name_excluded_from_public_candidate,ツツジ科,Ericaceae,ドウダンツツジ属,Enkianthus,,不分裂葉;分裂葉,,,鋸歯,不分裂葉;鋸歯緑落葉樹;鋸歯縁落葉樹;落葉樹,落葉;不分裂葉;分裂葉;鋸歯
hayashi-2019-s319-l,サラサドウダン,,ツツジ科,Enkianthus,落葉,広葉樹,単葉,,,,林将之 (2019)『樹木の葉』 p.636 OCR候補。公開前に要確認,636,needs_review,high,scientific_name_excluded_from_public_candidate,ツツジ科,Ericaceae,ドウダンツツジ属,Enkianthus,,不分裂葉;分裂葉,,,,不分裂葉;落葉樹,落葉;不分裂葉;分裂葉;切れ込み
hayashi-2019-s319-r,アブラツツジ,,ツツジ科,Enkianthus,落葉,広葉樹,単葉,,,,林将之 (2019)『樹木の葉』 p.637 OCR候補。公開前に要確認,637,needs_review,high,scientific_name_excluded_from_public_candidate,ツツジ科,Ericaceae,ドウダンツツジ属,Enkianthus,,不分裂葉;分裂葉,,,,不分裂葉;落葉樹,落葉;不分裂葉;分裂葉;鋸歯
hayashi-2019-s320-l,ハナヒリノキ,,ツツジ科,Eubotryoides,落葉,広葉樹,単葉,互生,全縁;鋸歯縁,あり,林将之 (2019)『樹木の葉』 p.638 OCR候補。公開前に要確認,638,needs_review,high,scientific_name_excluded_from_public_candidate,ツツジ科,Ericaceae,ハナヒリノキ属,Eubotryoides,,不分裂葉;分裂葉,互生,全縁,鋸歯,不分裂葉 互生;不分裂葉;・鋸歯縁・全縁落葉樹;銅歯線・全縁;落葉樹,落葉;不分裂葉;分裂葉;互生;全縁;鋸歯
hayashi-2019-s320-r,イワナンテン,,ツツジ科,Leucothoe,常緑,広葉樹,単葉,,,,林将之 (2019)『樹木の葉』 p.639 OCR候補。公開前に要確認,639,needs_review,high,scientific_name_excluded_from_public_candidate,ツツジ科,Ericaceae,イワナンテン属,Leucothoe,,不分裂葉;分裂葉,,,,不分裂葉;常緑樹,常緑;不分裂葉;分裂葉;鋸歯
hayashi-2019-s321-l,スズランノキ,,ツツジ科,Zenobia/Oxydendrum,常緑;落葉,広葉樹,単葉,,,,林将之 (2019)『樹木の葉』 p.640 OCR候補。公開前に要確認,640,needs_review,high,scientific_name_excluded_from_public_candidate,ツツジ科,Ericaceae,ゼノビア属,Zenobia/Oxydendrum,,不分裂葉;分裂葉,,,,不分裂葉;落葉樹,常緑;落葉;不分裂葉;分裂葉;全縁;鋸歯
hayashi-2019-s321-r,プルーベリ,,ツツジ科,Vaccinium,常緑;落葉,広葉樹,単葉,互生,鋸歯縁,あり,林将之 (2019)『樹木の葉』 p.641 OCR候補。公開前に要確認,641,needs_review,high,scientific_name_to_be_filled_later,ツツジ科,Ericaceae,スノキ属,Vaccinium,,不分裂葉;分裂葉,互生,,鋸歯,不分裂葉;一互生;全縁・鋸歯縁;全縁・鋸歯緑落葉樹・半常緑樹;鋸歯縁,常緑;落葉;半常緑;不分裂葉;分裂葉;互生;全縁;鋸歯
hayashi-2019-s322-l,スノキ,,ツツジ科,Vaccinium,落葉,広葉樹,単葉,互生,,,林将之 (2019)『樹木の葉』 p.642 OCR候補。公開前に要確認,642,needs_review,high,scientific_name_excluded_from_public_candidate,ツツジ科,Ericaceae,スノキ属,Vaccinium,,不分裂葉;分裂葉,互生,,,不分裂葉 互生;不分裂葉;落葉樹,落葉;不分裂葉;分裂葉;互生
hayashi-2019-s322-r,ウスノキ,,ツツジ科,Vaccinium,落葉,広葉樹,単葉,,鋸歯縁,あり,林将之 (2019)『樹木の葉』 p.643 OCR候補。公開前に要確認,643,needs_review,high,scientific_name_excluded_from_public_candidate,ツツジ科,Ericaceae,スノキ属,Vaccinium,,不分裂葉;分裂葉,,,鋸歯,不分裂葉;鋸歯縁落葉樹;落葉樹,落葉;不分裂葉;分裂葉;鋸歯
hayashi-2019-s323-l,ナツハゼ,,ツツジ科,Vaccinium,落葉,広葉樹,単葉,互生,鋸歯縁,あり,林将之 (2019)『樹木の葉』 p.644 OCR候補。公開前に要確認,644,needs_review,high,scientific_name_excluded_from_public_candidate,ツツジ科,Ericaceae,スノキ属,Vaccinium,,不分裂葉;分裂葉,互生,,鋸歯,不分裂葉互生;不分裂葉;鋸歯縁・全縁落葉樹,落葉;不分裂葉;分裂葉;互生;鋸歯
hayashi-2019-s323-r,アラゲナツハゼ,,ツツジ科,Vaccinium,落葉,広葉樹,単葉,互生,,,林将之 (2019)『樹木の葉』 p.645 OCR候補。公開前に要確認,645,needs_review,high,scientific_name_excluded_from_public_candidate,ツツジ科,Ericaceae,スノキ属,Vaccinium,,不分裂葉;分裂葉,互生,,,不分裂葉;互生;落葉樹,落葉;不分裂葉;分裂葉;互生
hayashi-2019-s324-l,シャシャンボ,,ツツジ科,Vaccinium,常緑,広葉樹,単葉,互生,,,林将之 (2019)『樹木の葉』 p.646 OCR候補。公開前に要確認,646,needs_review,high,scientific_name_excluded_from_public_candidate,ツツジ科,Ericaceae,スノキ属,Vaccinium,,不分裂葉;分裂葉,互生,,,不分裂葉 互生;不分裂葉;常緑樹,常緑;不分裂葉;分裂葉;互生;鋸歯
hayashi-2019-s324-r,コケモモ,,ツツジ科,Vaccinium/Gaultheria,常緑,広葉樹,単葉,,鋸歯縁,あり,林将之 (2019)『樹木の葉』 p.647 OCR候補。公開前に要確認,647,needs_review,high,scientific_name_to_be_filled_later,ツツジ科,Ericaceae,スノキ属,Vaccinium/Gaultheria,,不分裂葉;分裂葉,,,鋸歯,不分裂葉;鋸歯緑全縁;常緑樹;鈍鋸歯,常緑;不分裂葉;分裂葉;全縁;鋸歯
hayashi-2019-s325-l,ウメガサンウ,,ツツジ科,Chimaphila/Epigaea,常緑,広葉樹,単葉,互生;対生,鋸歯縁,あり,林将之 (2019)『樹木の葉』 p.648 OCR候補。公開前に要確認,648,needs_review,high,scientific_name_excluded_from_public_candidate,ツツジ科,Ericaceae,ウメガサソウ属,Chimaphila/Epigaea,,不分裂葉;分裂葉,互生;対生,,鋸歯,不分裂葉;対生・百生;◆鋸歯緑常緑樹;常緑樹;不分裂葉 互生,常緑;不分裂葉;分裂葉;互生;対生;鋸歯
hayashi-2019-s325-r,アセビ,,ツツジ科,Pleris,常緑,広葉樹,単葉,,,,林将之 (2019)『樹木の葉』 p.649 OCR候補。公開前に要確認,649,needs_review,medium,low_mean_ocr_confidence;scientific_name_excluded_from_public_candidate,ツツジ科,Ericaceae,アセビ属,Pleris,,不分裂葉;分裂葉,,,,不分裂葉;常緑樹,常緑;不分裂葉;分裂葉;鋸歯
hayashi-2019-s326-l,イチゴノキ,,ツツジ科,Arbutus/Erica,常緑,針葉樹,単葉,輪生,,,林将之 (2019)『樹木の葉』 p.650 OCR候補。公開前に要確認,650,needs_review,high,scientific_name_excluded_from_public_candidate,ツツジ科,Ericaceae,イチゴノキ属,Arbutus/Erica,針状葉,不分裂葉;分裂葉,輪生,,,不分裂葉;常緑樹;不分裂葉・針状葉;不分裂葉・針状葉三輪生;三輪生,常緑;針状葉;不分裂葉;分裂葉;輪生;鋸歯
hayashi-2019-s326-r,クロタキカズラ,,クロタキカズラ科,Hosiea/Eucommiaceae,,広葉樹,単葉,,,,林将之 (2019)『樹木の葉』 p.65|651 OCR候補。公開前に要確認,65|651,needs_review,high,scientific_name_excluded_from_public_candidate,クロタキカズラ科,Icacinaceae,クロタキカズラ属,Hosiea/Eucommiaceae,,不分裂葉;分裂葉,,,,不分裂葉,不分裂葉;分裂葉;鋸歯
hayashi-2019-s327-l,アオキ,,アオキ科,Aucuba,常緑,広葉樹,単葉,対生,鋸歯縁,あり,林将之 (2019)『樹木の葉』 p.552 OCR候補。公開前に要確認,552,needs_review,high,scientific_name_excluded_from_public_candidate,アオキ科,Garryaceae,アオキ属,Aucuba,,不分裂葉;分裂葉,対生,,鋸歯,不分裂葉対生;不分裂葉;→対生鋸歯緑常緑樹;常緑樹;鋸歯は小型,常緑;不分裂葉;分裂葉;対生;鋸歯
hayashi-2019-s327-r,カギカズラ,,アカネ科,Uncaria,常緑,広葉樹,単葉,,全縁,なし,林将之 (2019)『樹木の葉』 p.653 OCR候補。公開前に要確認,653,needs_review,high,scientific_name_to_be_filled_later,アカネ科,Rubiaceae,カギカズラ属,Uncaria,,不分裂葉;分裂葉,,全縁,,不分裂葉;全縁;常緑樹,常緑;不分裂葉;分裂葉;全縁
hayashi-2019-s328-l,クチナシ,,アカネ科,Gardenia,常緑,広葉樹,単葉,対生;輪生,全縁,なし,林将之 (2019)『樹木の葉』 p.654 OCR候補。公開前に要確認,654,needs_review,high,scientific_name_excluded_from_public_candidate,アカネ科,Rubiaceae,クチナシ属,Gardenia,,不分裂葉;分裂葉,対生;輪生,全縁,,不分裂葉対生・三輪生全縁;不分裂葉;対生・三輪生全縁;対生・三輪生;全縁;常緑樹,常緑;不分裂葉;分裂葉;対生;輪生;全縁
hayashi-2019-s328-r,コクチナシ,,アカネ科,Gardenia/Adina,常緑,広葉樹,単葉,対生;輪生,,,林将之 (2019)『樹木の葉』 p.655 OCR候補。公開前に要確認,655,needs_review,high,scientific_name_excluded_from_public_candidate,アカネ科,Rubiaceae,クチナシ属,Gardenia/Adina,,不分裂葉;分裂葉,対生;輪生,,,不分裂葉;対生三輪生;常緑樹,常緑;不分裂葉;分裂葉;対生;輪生
hayashi-2019-s329-l,ルリミノキ,,アカネ科,Lasianthus,常緑,広葉樹,単葉,対生,,,林将之 (2019)『樹木の葉』 p.556 OCR候補。公開前に要確認,556,needs_review,medium,low_mean_ocr_confidence;scientific_name_excluded_from_public_candidate,アカネ科,Rublaceae,ルリミノキ属,Lasianthus,,不分裂葉;分裂葉,対生,,,不分裂葉対生;不分裂葉;全縁常緑樹,常緑;不分裂葉;分裂葉;対生
hayashi-2019-s329-r,ミサオノキ,,アカネ科,Aidia,常緑,広葉樹,単葉,,,,林将之 (2019)『樹木の葉』 p.65|657 OCR候補。公開前に要確認,65|657,needs_review,medium,low_mean_ocr_confidence;scientific_name_excluded_from_public_candidate,アカネ科,Rubiaceae,ミサオノキ属,Aidia,,不分裂葉;分裂葉,,,,不分裂葉;常緑樹,常緑;不分裂葉;分裂葉
hayashi-2019-s330-l,アリドオシ,,アカネ科,Damnacanthus,常緑,広葉樹,単葉,対生,全縁,なし,林将之 (2019)『樹木の葉』 p.658 OCR候補。公開前に要確認,658,needs_review,high,scientific_name_excluded_from_public_candidate,アカネ科,Rubiaceae,アリドオシ属,Damnacanthus,,不分裂葉;分裂葉,対生,全縁,,不分裂葉対生;不分裂葉;全縁;常緑樹,常緑;不分裂葉;分裂葉;対生;全縁
hayashi-2019-s330-r,ジュズネノキ,,アカネ科,Damnacanthus,常緑,広葉樹,単葉,,,,林将之 (2019)『樹木の葉』 p.659 OCR候補。公開前に要確認,659,needs_review,high,scientific_name_excluded_from_public_candidate,アカネ科,Rubiaceae,アリドオシ属,Damnacanthus,,不分裂葉;分裂葉,,,,不分裂葉;金 常緑樹;常緑樹,常緑;不分裂葉;分裂葉
hayashi-2019-s331-l,ハクチョウゲ,,アカネ科,Serissa/Paederia,常緑;落葉,広葉樹,単葉,対生,全縁,なし,林将之 (2019)『樹木の葉』 p.660 OCR候補。公開前に要確認,660,needs_review,high,scientific_name_excluded_from_public_candidate,アカネ科,Rubiaceae,ハクチョウゲ属,Serissa/Paederia,,不分裂葉;分裂葉,対生,全縁,,不分裂葉;全縁常緑樹;全縁;常緑樹;対生;落葉樹,常緑;落葉;不分裂葉;分裂葉;対生;全縁
hayashi-2019-s331-r,シチョウゲ,,アカネ科,Leptodermis/Mussaenda,常緑;落葉,広葉樹,単葉,,全縁,なし,林将之 (2019)『樹木の葉』 p.661 OCR候補。公開前に要確認,661,needs_review,high,scientific_name_excluded_from_public_candidate,アカネ科,Rublaceae,シチョウゲ属,Leptodermis/Mussaenda,,不分裂葉;分裂葉,,全縁,,不分裂葉;全縁;落葉樹,常緑;落葉;広葉;不分裂葉;分裂葉;全縁
hayashi-2019-s332-l,ホウライカズラ,,マチン科,Gardneria,常緑,広葉樹,単葉,,全縁,なし,林将之 (2019)『樹木の葉』 p.662 OCR候補。公開前に要確認,662,needs_review,high,scientific_name_excluded_from_public_candidate,マチン科,Loganiaceae,ホウライカズラ属,Gardneria,,不分裂葉;分裂葉,,全縁,,不分裂葉;全縁;常緑樹,常緑;不分裂葉;分裂葉;全縁
hayashi-2019-s332-r,カロライナジャスミン,,ゲルセミウム科,Gelsemium/Apocymaceae,常緑,広葉樹,単葉,,,,林将之 (2019)『樹木の葉』 p.665|663 OCR候補。公開前に要確認,665|663,needs_review,high,scientific_name_excluded_from_public_candidate;family_corrected_by_rule,グルセミウム科,Gelsemiaceae,グルセミウム属,Gelsemium/Apocymaceae,,,,,,常緑樹,常緑
hayashi-2019-s333-l,テイカカズラ,,キョウチクトウ科,Trachelospermum,常緑,広葉樹,単葉,対生,全縁,なし,林将之 (2019)『樹木の葉』 p.664 OCR候補。公開前に要確認,664,needs_review,high,scientific_name_excluded_from_public_candidate,キョウチクトウ科,Apocynaceae,テイカカズラ属,Trachelospermum,,不分裂葉;分裂葉,対生,全縁,,不分裂葉対生;不分裂葉;全縁;常緑樹,常緑;不分裂葉;分裂葉;対生;全縁
hayashi-2019-s333-r,キジョラン,,キョウチクトウ科,Marsdenia/Jasminanthes,常緑,広葉樹,単葉,対生,,,林将之 (2019)『樹木の葉』 p.665 OCR候補。公開前に要確認,665,needs_review,high,scientific_name_excluded_from_public_candidate,キョウチクトウ科,Apocynaceae,キジョラン属,Marsdenia/Jasminanthes,,不分裂葉;分裂葉,対生,,,不分裂葉;★対生;全縁常緑樹;常緑樹,常緑;不分裂葉;分裂葉;対生
hayashi-2019-s334-l,キョウチクトウ,,キョウチクトウ科,Nerium,常緑,広葉樹,単葉,対生;輪生,全縁,なし,林将之 (2019)『樹木の葉』 p.666 OCR候補。公開前に要確認,666,needs_review,high,scientific_name_excluded_from_public_candidate,キョウチクトウ科,Apocynaceae,キョウチクトウ属,Nerium,,不分裂葉;分裂葉,対生;輪生,全縁,,不分裂葉三輪生・対生全縁;不分裂葉;三輪生・対生;全縁;常緑樹,常緑;不分裂葉;分裂葉;対生;輪生;全縁
hayashi-2019-s334-r,チシャノキ,,ムラサキ科,Ehretia,落葉,広葉樹,単葉,,鋸歯縁,あり,林将之 (2019)『樹木の葉』 p.667 OCR候補。公開前に要確認,667,needs_review,high,scientific_name_excluded_from_public_candidate,ムラサキ科,Boraginaceae,チシャノキ属,Ehretia,,不分裂葉;分裂葉,,,鋸歯,不分裂葉;鋸歯縁落葉樹;落葉樹,落葉;不分裂葉;分裂葉;鋸歯
hayashi-2019-s335-l,マルバチシャノキ,,ムラサキ科,Ehretia,落葉,広葉樹,単葉,互生,鋸歯縁,あり,林将之 (2019)『樹木の葉』 p.668 OCR候補。公開前に要確認,668,needs_review,high,scientific_name_excluded_from_public_candidate,ムラサキ科,Boraginaceae,チシャノキ属,Ehretia,,不分裂葉;分裂葉,互生,,鋸歯,不分裂葉;不分裂葉 互生;鋸歯綿;落葉樹,落葉;不分裂葉;分裂葉;互生;鋸歯
hayashi-2019-s335-r,エンジェルストランペット,,ナス科,Brugmansia,常緑;落葉,広葉樹,単葉,,全縁,なし,林将之 (2019)『樹木の葉』 p.669 OCR候補。公開前に要確認,669,needs_review,high,scientific_name_excluded_from_public_candidate,ナス科,Solanaceae,キダチチョウセンアサガオ属,Brugmansia,,不分裂葉;分裂葉,,全縁,,不分裂葉;全縁;全縁常緑樹・落葉樹;常緑樹・落葉樹,常緑;落葉;不分裂葉;分裂葉;全縁
hayashi-2019-s336-l,ニオイバンマツリ,,ナス科,Brunfelsia/Lycium,常緑;落葉,広葉樹,単葉,互生,全縁,なし,林将之 (2019)『樹木の葉』 p.670|70 OCR候補。公開前に要確認,670|70,needs_review,high,scientific_name_excluded_from_public_candidate,ナス科,Solanaceae,パンマツリ属,Brunfelsia/Lycium,,不分裂葉;分裂葉,互生,全縁,,不分裂葉 互生;不分裂葉;全縁;常緑樹;落葉樹,常緑;落葉;半常緑;不分裂葉;分裂葉;互生;束生;全縁
hayashi-2019-s336-r,タマサンゴ,,ナス科,Solanum,常緑,広葉樹,単葉,互生,,,林将之 (2019)『樹木の葉』 p.671 OCR候補。公開前に要確認,671,needs_review,high,scientific_name_excluded_from_public_candidate,ナス科,Solanaceae,ナス属,Solanum,,不分裂葉;分裂葉,互生,,,不分裂葉;「互生;常緑樹;表×1(分裂葉),常緑;不分裂葉;分裂葉;互生
hayashi-2019-s337-l,ヤチダモ,,モクセイ科,Fraxinus,落葉,広葉樹,羽状複葉,,鋸歯縁,あり,林将之 (2019)『樹木の葉』 p.572 OCR候補。公開前に要確認,572,needs_review,high,scientific_name_excluded_from_public_candidate,モクセイ科,Oleaceae,トネリコ属,Fraxinus,,羽状複葉;複葉,,,鋸歯,羽状複葉;鋸歯縁落葉樹,落葉;羽状複葉;複葉;対生;鋸歯
hayashi-2019-s337-r,シオジ,,モクセイ科,Fraxinus,落葉,広葉樹,羽状複葉,,鋸歯縁,あり,林将之 (2019)『樹木の葉』 p.675|673 OCR候補。公開前に要確認,675|673,needs_review,high,scientific_name_excluded_from_public_candidate,モクセイ科,Oleaceae,トネリコ属,Fraxinus,,羽状複葉;複葉,,,鋸歯,羽状複葉;鋸歯縁落葉樹;鋸歯緑落葉樹;落葉樹,落葉;羽状複葉;複葉;鋸歯
hayashi-2019-s338-l,トネリコ,,モクセイ科,Fraxinus,落葉,広葉樹,羽状複葉,対生,,,林将之 (2019)『樹木の葉』 p.674 OCR候補。公開前に要確認,674,needs_review,high,scientific_name_to_be_filled_later,モクセイ科,Oleaceae,トネリコ属,Fraxinus,,羽状複葉;複葉,対生,,,羽状複葉対生;羽状複葉;落葉樹,落葉;羽状複葉;複葉;対生
hayashi-2019-s338-r,ヤマトアオダモ,,モクセイ科,Fraxinus,落葉,広葉樹,羽状複葉,対生,鋸歯縁,あり,林将之 (2019)『樹木の葉』 p.67|675 OCR候補。公開前に要確認,67|675,needs_review,high,scientific_name_excluded_from_public_candidate,モクセイ科,Oleaceae,トネリコ属,Fraxinus,,羽状複葉;複葉,対生,,鋸歯,羽状複葉;対生;鋸歯縁;落葉樹,落葉;羽状複葉;複葉;対生;鋸歯
hayashi-2019-s339-l,アオダモ,,モクセイ科,Fraxinus,落葉,広葉樹,羽状複葉,対生,鋸歯縁,あり,林将之 (2019)『樹木の葉』 p.676 OCR候補。公開前に要確認,676,needs_review,high,scientific_name_to_be_filled_later,モクセイ科,Oleaceae,トネリコ属,Fraxinus,,羽状複葉;複葉,対生,,鋸歯,羽状複葉対生;羽状複葉;鋸歯緑落葉樹;落葉樹,落葉;羽状複葉;複葉;対生;鋸歯
hayashi-2019-s339-r,マルパアオダモ,,モクセイ科,Fraxinus,落葉,広葉樹,羽状複葉,,,,林将之 (2019)『樹木の葉』 p.677 OCR候補。公開前に要確認,677,needs_review,high,scientific_name_excluded_from_public_candidate,モクセイ科,Oleaceae,トネリコ属,Fraxinus,,羽状複葉;複葉,,,,羽状複葉;落葉樹,落葉;羽状複葉;複葉;鋸歯
hayashi-2019-s340-l,ミヤマアオダモ,,モクセイ科,Fraxinus,落葉,広葉樹,羽状複葉,,,,林将之 (2019)『樹木の葉』 p.678 OCR候補。公開前に要確認,678,needs_review,high,scientific_name_excluded_from_public_candidate,モクセイ科,Oleaceae,トネリコ属,Fraxinus,,羽状複葉;複葉,,,,羽状複葉;落葉樹,落葉;羽状複葉;複葉;鋸歯
hayashi-2019-s340-r,シマトネリコ,,モクセイ科,Fraxinus,常緑,広葉樹,羽状複葉,,全縁,なし,林将之 (2019)『樹木の葉』 p.679 OCR候補。公開前に要確認,679,needs_review,high,scientific_name_excluded_from_public_candidate,モクセイ科,Oleaceae,トネリコ属,Fraxinus,,羽状複葉;複葉,,全縁,,羽状複葉;全縁 常緑樹;常緑樹,常緑;羽状複葉;複葉;互生;全縁;鋸歯
hayashi-2019-s341-l,ハゴロモジャスミン,,モクセイ科,Jasminum,常緑,広葉樹,羽状複葉,,全縁,なし,林将之 (2019)『樹木の葉』 p.680 OCR候補。公開前に要確認,680,needs_review,high,scientific_name_excluded_from_public_candidate,モクセイ科,Oleaceae,ソケイ属,Jasminum,,羽状複葉;複葉,,全縁,,羽状複葉;全縁;常緑樹,常緑;半常緑;羽状複葉;複葉;互生;対生;全縁
hayashi-2019-s341-r,ウンナンオウバイ,,,,常緑;落葉,,三出複葉,対生,全縁,なし,林将之 (2019)『樹木の葉』 p.681 OCR候補。公開前に要確認,681,needs_review,medium,family_not_found;scientific_name_excluded_from_public_candidate;genus_not_found,,,,,,三出複葉;複葉,対生,全縁,,"""三出複葉;対生;常緑樹;三出複葉;全縁 落葉樹;一全縁;落葉樹",常緑;落葉;三出複葉;複葉;対生;全縁
hayashi-2019-s342-l,シナレンギョウ,,モクセイ科,Forsythia,落葉,広葉樹,単葉,,全縁;鋸歯縁,あり,林将之 (2019)『樹木の葉』 p.582 OCR候補。公開前に要確認,582,needs_review,high,scientific_name_excluded_from_public_candidate,モクセイ科,Oleaceae,レンギョウ属,Forsythia,,不分裂葉;分裂葉,,全縁,鋸歯,不分裂葉;鋸歯緑・全縁;落葉樹,落葉;不分裂葉;分裂葉;全縁;鋸歯
hayashi-2019-s342-r,レンギョウ,,モクセイ科,Forsythia,落葉,広葉樹,単葉,対生,,,林将之 (2019)『樹木の葉』 p.683 OCR候補。公開前に要確認,683,needs_review,high,scientific_name_excluded_from_public_candidate,モクセイ科,Oleaceae,レンギョウ属,Forsythia,,不分裂葉;分裂葉,対生,,,不分裂葉・三出復業対生;対生;落葉樹;不分裂葉,落葉;三出複葉;不分裂葉;分裂葉;複葉;対生;全縁;鋸歯
